49, 50
49, 27
50, 27
24, 66
24, 12
66, 12
56, 66
56, 61
66, 61
56, 24
56, 84
24, 84
66, 84
12, 61
56, 75
56, 12
66, 50
66, 83
50, 83
50, 84
50, 24
83, 84
83, 24
24, 10
10, 12
58, 75
12, 38
75, 61
50, 12
24, 61
84, 12
24, 52
83, 52
83, 61
52, 61
41, 75
24, 49
49, 56
34, 12
34, 50
34, 52
34, 61
12, 52
50, 52
50, 61
12, 94
40, 24
40, 84
40, 47
24, 47
84, 47
49, 84
49, 94
49, 79
84, 94
84, 79
94, 79
24, 27
27, 52
24, 67
24, 78
67, 78
67, 47
78, 47
24, 57
57, 83
57, 84
40, 58
58, 47
58, 61
61, 47
40, 75
40, 20
75, 84
75, 20
75, 24
84, 20
20, 24
40, 50
24, 41
41, 84
41, 61
84, 61
40, 12
24, 16
83, 12
26, 12
66, 38
84, 38
66, 52
16, 84
61, 38
16, 27
16, 62
24, 62
27, 62
66, 27
27, 84
24, 79
27, 67
67, 84
67, 52
84, 52
79, 47
38, 47
12, 47
24, 39
84, 39
26, 79
27, 61
24, 26
57, 26
57, 47
26, 47
74, 84
74, 61
49, 12
27, 12
74, 12
74, 58
74, 47
12, 58
66, 34
75, 12
16, 12
66, 75
83, 27
24, 3
74, 79
12, 79
24, 74
3, 52
3, 84
16, 61
16, 79
61, 79
16, 49
33, 12
49, 66
24, 38
3, 38
3, 12
75, 38
75, 47
26, 67
26, 83
67, 83
3, 75
58, 52
58, 79
52, 79
27, 79
24, 58
27, 38
67, 3
67, 58
3, 58
3, 27
58, 27
57, 52
50, 38
66, 62
83, 62
12, 62
24, 15
41, 3
41, 15
3, 15
41, 27
41, 12
66, 47
66, 78
66, 79
78, 79
67, 39
67, 74
67, 12
39, 74
39, 12
39, 47
74, 15
27, 15
66, 39
66, 15
39, 38
39, 15
38, 15
16, 39
41, 39
49, 3
16, 66
16, 15
56, 32
56, 3
32, 3
34, 3
34, 15
34, 24
15, 52
12, 15
34, 27
34, 62
52, 62
24, 48
48, 27
48, 84
12, 85
58, 83
66, 3
3, 50
50, 56
75, 79
52, 74
74, 83
83, 15
83, 3
50, 79
58, 15
49, 47
49, 15
47, 15
84, 15
32, 41
66, 41
66, 44
41, 44
75, 44
12, 44
44, 24
50, 15
16, 41
49, 10
16, 56
56, 38
78, 15
78, 49
78, 56
15, 56
56, 27
62, 15
75, 62
75, 15
49, 83
41, 50
47, 16
16, 57
16, 75
16, 94
75, 94
37, 39
49, 67
67, 15
50, 67
67, 79
15, 79
40, 15
58, 26
40, 74
40, 26
74, 26
15, 26
16, 74
56, 47
56, 39
49, 38
10, 38
49, 62
61, 39
49, 58
49, 61
57, 79
16, 3
3, 94
56, 83
3, 47
35, 84
32, 66
24, 35
35, 3
35, 61
3, 61
49, 75
24, 53
84, 53
75, 83
75, 35
35, 12
75, 27
56, 35
41, 38
24, 5
5, 15
40, 3
40, 5
40, 79
3, 5
3, 79
5, 79
74, 3
3, 39
83, 38
11, 47
11, 79
11, 15
11, 24
24, 13
12, 53
26, 52
41, 33
41, 74
41, 13
74, 13
74, 50
13, 50
13, 79
39, 79
50, 53
53, 27
12, 89
15, 89
24, 89
89, 27
84, 5
35, 79
78, 52
47, 52
74, 75
74, 49
74, 27
89, 49
89, 84
75, 21
27, 5
26, 3
66, 53
61, 15
34, 56
21, 38
74, 5
75, 37
75, 39
49, 26
49, 41
26, 41
41, 79
49, 52
89, 61
33, 75
40, 11
40, 61
11, 61
3, 53
75, 53
89, 3
53, 61
40, 89
24, 6
52, 5
52, 6
5, 6
61, 62
81, 50
81, 12
53, 47
40, 53
24, 54
83, 5
54, 41
54, 61
54, 62
41, 62
56, 89
89, 66
58, 54
89, 41
89, 47
47, 27
12, 54
49, 5
12, 5
5, 61
89, 75
66, 5
5, 62
79, 62
5, 47
16, 26
26, 56
56, 53
24, 17
17, 56
34, 84
53, 79
54, 79
24, 51
49, 51
51, 27
17, 51
17, 12
17, 62
51, 12
51, 62
17, 84
17, 54
84, 54
75, 51
58, 84
75, 52
53, 78
16, 58
38, 16
3, 62
74, 62
39, 52
39, 27
32, 15
32, 16
32, 24
53, 38
16, 89
89, 38
56, 41
56, 52
74, 56
53, 62
49, 53
16, 53
66, 87
12, 87
16, 87
84, 87
87, 24
64, 12
84, 69
12, 86
86, 84
24, 45
5, 45
84, 45
84, 62
45, 62
53, 15
16, 50
24, 86
83, 86
8, 24
8, 16
8, 66
8, 84
51, 52
8, 78
8, 51
8, 52
8, 61
78, 51
78, 84
78, 61
51, 84
51, 61
12, 78
83, 47
51, 56
5, 8
8, 74
8, 27
8, 12
8, 15
50, 78
74, 78
24, 55
8, 55
12, 55
74, 55
16, 55
55, 84
34, 87
87, 27
41, 53
5, 53
81, 41
74, 38
74, 76
12, 76
49, 76
58, 76
27, 76
24, 76
84, 76
50, 75
76, 61
3, 76
16, 52
41, 83
16, 76
66, 76
88, 49
88, 61
88, 78
88, 12
56, 88
24, 88
24, 28
56, 28
3, 28
74, 28
12, 28
66, 88
32, 12
88, 52
88, 27
88, 84
28, 38
26, 27
24, 93
58, 88
58, 93
88, 93
41, 86
15, 86
76, 28
52, 76
75, 88
16, 93
89, 52
51, 5
89, 74
89, 5
40, 76
40, 52
76, 15
49, 93
40, 16
3, 88
41, 88
8, 56
8, 88
56, 76
12, 93
40, 88
50, 88
8, 3
93, 84
16, 51
75, 93
8, 38
89, 26
88, 5
74, 93
93, 52
66, 93
9, 34
51, 93
56, 93
52, 38
89, 34
34, 41
41, 52
3, 93
76, 38
55, 76
32, 75
86, 76
40, 27
40, 38
40, 41
40, 56
76, 39
26, 68
24, 60
60, 12
60, 86
93, 15
56, 58
56, 29
40, 29
52, 29
24, 29
58, 29
16, 83
27, 93
27, 78
88, 15
84, 26
66, 86
49, 86
86, 56
86, 88
89, 58
65, 5
65, 9
65, 15
65, 16
65, 52
65, 24
65, 27
65, 61
5, 9
5, 16
9, 15
9, 16
9, 52
9, 24
9, 27
9, 61
43, 84
43, 61
43, 52
41, 43
50, 43
76, 14
14, 16
14, 84
14, 24
88, 74
65, 12
24, 43
49, 29
26, 38
50, 39
65, 41
65, 39
56, 43
66, 43
12, 29
89, 29
9, 74
9, 49
9, 29
74, 29
27, 29
52, 55
74, 66
49, 55
40, 78
66, 51
27, 60
60, 84
26, 66
74, 34
66, 40
88, 76
51, 76
89, 78
58, 78
41, 51
74, 51
76, 87
88, 89
49, 87
74, 87
78, 87
51, 87
93, 87
89, 86
61, 86
40, 86
74, 86
86, 87
87, 89
87, 61
16, 86
51, 38
38, 88
16, 88
88, 87
3, 87
16, 2
40, 51
24, 73
73, 66
73, 12
73, 84
73, 87
89, 93
15, 87
38, 87
56, 87
76, 47
47, 87
12, 14
51, 15
44, 88
16, 44
44, 87
76, 89
78, 16
73, 74
3, 73
24, 19
19, 84
73, 79
74, 44
74, 80
44, 80
44, 49
44, 84
80, 49
80, 84
66, 58
49, 19
66, 19
3, 19
39, 19
12, 19
79, 19
16, 19
24, 2
2, 75
84, 71
71, 15
80, 3
80, 24
80, 89
24, 71
12, 71
36, 74
36, 12
36, 16
36, 84
84, 31
80, 12
36, 15
36, 49
36, 24
2, 12
2, 78
2, 49
2, 86
78, 86
52, 86
51, 3
36, 73
36, 79
88, 79
24, 31
80, 31
51, 89
41, 78
88, 36
16, 29
26, 29
80, 16
19, 52
73, 80
5, 19
5, 26
19, 89
19, 26
80, 52
24, 33
33, 66
12, 7
74, 19
56, 79
49, 7
80, 19
80, 86
89, 79
76, 79
8, 79
38, 7
8, 49
24, 7
8, 7
40, 93
76, 78
50, 76
43, 12
80, 88
40, 73
36, 40
36, 75
36, 50
36, 58
73, 75
73, 50
73, 58
50, 58
15, 7
16, 7
38, 86
80, 36
80, 78
8, 19
88, 19
27, 7
8, 80
27, 80
73, 26
27, 19
44, 36
38, 79
36, 38
36, 9
36, 52
38, 9
38, 73
38, 80
9, 73
9, 80
73, 52
41, 80
41, 19
43, 38
74, 7
75, 7
33, 3
33, 49
66, 7
44, 76
44, 86
44, 27
86, 27
73, 16
73, 76
73, 27
16, 91
73, 91
24, 90
89, 90
49, 90
90, 12
92, 84
24, 70
90, 26
41, 90
90, 91
90, 70
91, 70
90, 63
70, 63
76, 80
80, 56
84, 7
80, 58
15, 80
88, 7
75, 63
12, 63
19, 22
33, 16
33, 19
33, 52
3, 78
33, 63
66, 63
24, 22
84, 22
58, 19
2, 36
2, 80
2, 89
2, 31
36, 89
36, 31
89, 31
38, 63
86, 79
24, 63
16, 63
3, 86
5, 80
5, 86
79, 80
33, 27
56, 7
76, 7
36, 27
36, 19
27, 31
12, 31
15, 19
15, 31
19, 31
88, 31
12, 22
49, 22
52, 22
22, 27
73, 15
73, 19
73, 56
73, 89
19, 56
33, 84
2, 52
3, 7
5, 7
5, 73
7, 73
16, 31
49, 31
19, 51
73, 88
2, 27
2, 15
51, 22
19, 76
79, 87
19, 87
87, 26
41, 76
16, 22
76, 63
33, 51
33, 56
80, 51
51, 88
38, 78
38, 19
78, 19
19, 44
52, 44
36, 26
80, 26
75, 76
87, 58
26, 61
78, 44
80, 50
50, 31
80, 7
16, 25
88, 26
76, 26
52, 7
19, 86
22, 26
56, 5
33, 38
52, 87
7, 89
93, 7
74, 31
79, 31
26, 78
2, 84
5, 76
49, 73
26, 44
66, 80
24, 30
52, 30
58, 38
50, 89
24, 92
66, 92
74, 30
12, 30
15, 30
73, 61
4, 92
86, 31
16, 92
92, 61
24, 46
52, 46
46, 87
58, 30
80, 61
19, 61
74, 22
2, 79
42, 12
51, 92
27, 92
50, 23
12, 23
36, 18
16, 18
49, 18
18, 88
18, 24
24, 25
25, 36
25, 73
50, 86
41, 7
80, 87
73, 78
61, 7
27, 46
44, 58
74, 4
4, 12
26, 7
74, 63
80, 63
52, 63
49, 30
66, 30
61, 30
25, 38
16, 46
86, 26
25, 59
44, 56
44, 61
12, 92
15, 92
49, 92
8, 76
58, 8
8, 73
8, 26
8, 89
72, 84
36, 7
48, 75
48, 51
48, 12
73, 30
49, 23
36, 61
66, 22
3, 22
58, 22
22, 87
3, 14
3, 29
78, 29
48, 66
2, 4
2, 44
84, 4
4, 44
16, 23
75, 23
23, 7
24, 82
16, 82
26, 82
89, 82
82, 12
3, 82
82, 52
82, 84
16, 48
48, 82
33, 18
62, 46
49, 46
82, 88
80, 23
89, 23
84, 23
